src,tar,t,label
12480,12487,31,0
11274,11271,31,0
10737,10734,31,0
10105,10100,31,0
9321,9318,31,0
8700,8706,31,0
7698,7703,31,0
6657,6651,31,0
12955,12958,31,0
11879,11878,31,0
11574,11581,31,0
11270,11283,31,0
11119,11123,31,0
10963,10974,31,0
10401,10400,31,0
10099,10097,31,0
9796,9805,31,0
9497,9494,31,0
9011,9014,31,0
12628,12631,31,0
11574,11579,31,0
11118,11128,31,0
10839,10847,31,0
10099,10105,31,0
9654,9645,31,0
9498,9501,31,0
9168,9165,31,0
8547,8545,31,0
8062,8053,31,0
7394,7399,31,0
6806,6802,31,0
12032,12037,31,0
10099,10097,31,0
9497,9494,31,0
9168,9173,31,0
8857,8860,31,0
8059,8053,31,0
7100,7103,31,0
12033,12037,31,0
11417,11426,31,0
10100,10105,31,0
9501,9498,31,0
9167,9175,31,0
6952,6955,31,0
12030,12032,31,0
11416,11421,31,0
9498,9503,31,0
12030,12032,31,0
11417,11421,31,0
9498,9494,31,0
11416,11426,31,0
12175,12178,31,0
12178,12184,31,0
9498,9502,31,0
12179,12177,31,0
8208,8205,31,0
8362,8361,31,0
8361,8394,31,0
12777,12782,32,0
12480,12485,32,0
7547,7545,32,0
12954,12960,32,0
10734,10737,32,0
10407,10401,32,0
9014,9011,32,0
8701,8699,32,0
6656,6658,32,0
11879,11878,32,0
11581,11575,32,0
10741,10737,32,0
9797,9805,32,0
7395,7399,32,0
6801,6806,32,0
6656,6653,32,0
11271,11276,32,0
10737,10735,32,0
10248,10246,32,0
8856,8853,32,0
7727,7734,32,0
7099,7104,32,0
6657,6658,32,0
11276,11270,32,0
10099,10104,32,0
11271,11268,32,0
7883,7886,32,1
7249,7251,32,0
12331,12341,32,0
12033,12031,32,0
8054,8051,32,0
7886,7883,32,1
11416,11426,32,0
11270,11283,32,0
9175,9168,32,0
7887,7883,32,1
11270,11283,32,0
10583,10580,32,0
9167,9174,32,0
9497,9492,32,0
12179,12181,32,0
12180,12179,32,0
8208,8216,32,0
8361,8363,32,0
8361,8391,32,0
12783,12778,32,0
12485,12480,32,0
7548,7551,32,0
13112,13103,32,0
12955,12959,32,0
11740,11736,32,0
12955,12952,32,0
11581,11574,32,0
10400,10401,32,0
9011,9013,32,0
7394,7399,32,0
11880,11878,32,0
11574,11581,32,0
11118,11128,32,0
10736,10740,32,0
10247,10256,32,0
9948,9946,32,0
9645,9654,32,0
8854,8856,32,0
8700,8705,32,0
8547,8557,32,0
7099,7104,32,0
6801,6806,32,0
6657,6658,32,0
13103,13106,32,0
11575,11581,32,0
10099,10097,32,0
8548,8545,32,0
7727,7725,32,0
10408,10402,32,0
9014,9009,32,0
7727,7734,32,0
6951,6950,32,0
9947,9952,32,0
6951,6956,32,0
8054,8059,32,0
6951,6955,32,0
11271,11274,32,0
10582,10580,32,0
7886,7883,32,0
6951,6949,32,0
9167,9174,32,0
12332,12336,32,1
12331,12341,32,1
12179,12206,32,0
8207,8237,32,0
12179,12212,32,0
8209,8207,32,0
12480,12485,33,0
12782,12778,33,0
7545,7548,33,0
12782,12780,33,0
12628,12631,33,0
9797,9802,33,0
7547,7545,33,0
7394,7392,33,0
12782,12780,33,0
11118,11122,33,0
10964,10961,33,0
10734,10737,33,0
10256,10248,33,0
9796,9805,33,0
8856,8861,33,0
8700,8711,33,0
7099,7105,33,0
6656,6651,33,0
13102,13112,33,0
11895,11877,33,0
10964,10974,33,0
10248,10256,33,0
10100,10098,33,0
9805,9797,33,0
12958,12954,33,0
10964,10974,33,0
8557,8548,33,0
9947,9953,33,0
9011,9013,33,0
7727,7725,33,0
10402,10399,33,0
12032,12030,33,0
11417,11426,33,0
11271,11283,33,0
6952,6955,33,0
9497,9502,33,0
8053,8062,33,0
12331,12341,33,1
12331,12329,33,1
12341,12331,33,1
12179,12209,33,0
8207,8210,33,0
8207,8240,33,0
8361,8366,33,0
12480,12485,33,0
12481,12485,33,0
12631,12636,33,0
12481,12489,33,0
9321,9318,33,0
7395,7400,33,0
12481,12485,33,0
11119,11128,33,0
10737,10734,33,0
8856,8860,33,0
7547,7545,33,0
7099,7098,33,0
6656,6658,33,0
12481,12479,33,0
11884,11880,33,0
10105,10099,33,0
9646,9654,33,0
6802,6805,33,0
12955,12960,33,0
12783,12780,33,0
11581,11574,33,0
10964,10974,33,0
10838,10847,33,0
10100,10105,33,0
8557,8547,33,0
7548,7553,33,0
13103,13107,33,0
11574,11573,33,0
9947,9946,33,0
9014,9008,33,0
12030,12032,33,0
11271,11274,33,0
10582,10588,33,0
9014,9011,33,0
7252,7247,33,0
6951,6956,33,0
10582,10586,33,0
9498,9500,33,0
10583,10587,33,0
8054,8059,33,0
7887,7881,33,0
7883,7887,33,0
12178,12173,33,0
8207,8243,33,0
8370,8391,34,0
11740,11736,34,0
12631,12628,34,0
9322,9318,34,0
11128,11136,34,0
8854,8856,34,0
8700,8705,34,0
7100,7103,34,0
6656,6651,34,0
12485,12481,34,0
11880,11877,34,0
9797,9794,34,0
9645,9654,34,0
8857,8861,34,0
7099,7104,34,0
12955,12958,34,0
12782,12780,34,0
10839,10847,34,0
10248,10256,34,0
8547,8557,34,0
6802,6799,34,0
13112,13102,34,0
10247,10246,34,0
10098,10100,34,0
8856,8861,34,0
7728,7731,34,0
11581,11575,34,0
8856,8861,34,0
7728,7723,34,0
12033,12031,34,0
11283,11271,34,1
10402,10408,34,0
9014,9011,34,0
7727,7731,34,0
7249,7252,34,0
9167,9200,34,0
7728,7735,34,0
11883,11880,34,1
11416,11426,34,0
11283,11270,34,1
10581,10582,34,0
10582,10612,34,0
9498,9530,34,0
11895,11885,34,1
7887,7883,34,0
11880,11883,34,1
11283,11271,34,1
12331,12334,34,0
11879,11883,34,1
12331,12368,34,0
12178,12175,34,0
11879,11885,34,1
11271,11269,34,1
11879,11918,34,0
8216,8207,34,0
8216,8207,34,0
8370,8366,34,0
11732,11729,34,0
12630,12628,34,0
11731,11736,34,0
11731,11737,34,0
11136,11128,34,0
10736,10735,34,0
7392,7395,34,0
6658,6657,34,0
12481,12485,34,0
9645,9654,34,0
8698,8701,34,0
6656,6658,34,0
12955,12958,34,0
12783,12788,34,0
10839,10842,34,0
10737,10735,34,0
8711,8701,34,0
8548,8555,34,0
13103,13106,34,0
12783,12780,34,0
10736,10761,34,1
8701,8706,34,0
7100,7104,34,0
6806,6802,34,0
13103,13100,34,0
11581,11574,34,0
10245,10247,34,0
9947,9945,34,0
8701,8699,34,0
6801,6799,34,0
13106,13102,34,0
12032,12030,34,0
10963,10962,34,0
9947,9951,34,0
9014,9011,34,0
8861,8857,34,0
10401,10407,34,0
9948,9946,34,0
8856,8885,34,0
6952,6983,34,0
11417,11448,34,0
9167,9197,34,0
11417,11454,34,0
10582,10618,34,0
9499,9498,34,0
9169,9167,34,0
8055,8054,34,0
7729,7728,34,0
10584,10582,34,0
9498,9527,34,0
12333,12331,34,0
11271,11268,34,1
12331,12374,34,0
12178,12183,34,0
11879,11882,34,0
11879,11915,34,0
8360,8366,35,0
12628,12630,35,0
9318,9321,35,0
11731,11736,35,0
11118,11123,35,0
12480,12487,35,0
9797,9805,35,0
9654,9645,35,0
7394,7399,35,0
10839,10847,35,0
9645,9654,35,0
6657,6651,35,0
10736,10741,35,1
10105,10099,35,0
11574,11581,35,0
10247,10256,35,0
10100,10097,35,0
9797,9805,35,0
8701,8730,35,0
7547,7552,35,0
13102,13105,35,0
12784,12783,35,0
12034,12032,35,0
9805,9797,35,0
9013,9011,35,0
8701,8703,35,0
13104,13102,35,0
12032,12064,35,0
10963,10968,35,0
10402,10436,35,0
9946,9948,35,0
9013,9045,35,0
8856,8891,35,0
7251,7254,35,0
6955,6951,35,0
10963,10999,35,0
10402,10439,35,0
9947,9984,35,0
8856,8859,35,0
7251,7281,35,0
6952,6986,35,0
11418,11417,35,0
8054,8056,35,0
7728,7760,35,0
11417,11451,35,0
10582,10615,35,0
9498,9524,35,0
9167,9170,35,0
8054,8089,35,0
7888,7886,35,0
7728,7763,35,0
10582,10585,35,0
10583,10588,35,0
12331,12371,35,0
11270,11274,35,1
10582,10618,35,0
11881,11879,35,0
11272,11271,35,0
10615,10582,35,0
11879,11921,35,0
10586,10583,35,0
8216,8208,35,0
11880,11883,35,0
11895,11883,35,0
8361,8397,35,0
9318,9322,35,0
11736,11740,35,0
9322,9320,35,0
9321,9325,35,0
12954,12959,35,0
8557,8547,35,0
6658,6657,35,0
11576,11574,35,0
10737,10766,35,0
10099,10128,35,0
9647,9645,35,0
7548,7582,35,0
7101,7100,35,0
12783,12811,35,0
11574,11579,35,0
10099,10134,35,0
9798,9796,35,0
9645,9679,35,0
8702,8701,35,0
7548,7579,35,0
13102,13136,35,0
12783,12817,35,0
12032,12030,35,0
9796,9831,35,0
9011,9014,35,0
8701,8733,35,0
13102,13133,35,0
12032,12061,35,0
10963,11002,35,0
10403,10402,35,0
9947,9950,35,0
9015,9013,35,0
8856,8888,35,0
7251,7284,35,0
6952,6954,35,0
10963,10996,35,0
10402,10404,35,0
9949,9947,35,0
8858,8856,35,0
7251,7287,35,0
6952,6980,35,0
11417,11419,35,0
9497,9503,35,0
9167,9173,35,0
8857,8854,35,0
8054,8092,35,0
7728,7730,35,0
9497,9530,35,0
9167,9203,35,0
8860,8856,35,0
8054,8086,35,0
7886,7919,35,0
7728,7766,35,0
9496,9497,35,0
9168,9165,35,0
8857,8854,35,0
7886,7922,35,0
7731,7727,35,0
9498,9501,35,0
9175,9168,35,0
8854,8857,35,0
12331,12368,35,0
9165,9167,35,0
12331,12341,35,0
11270,11276,35,1
8857,8891,35,0
12332,12371,35,0
11271,11320,35,0
10581,10582,35,0
11880,11877,36,0
8370,8366,36,0
8366,8360,36,0
8361,8391,36,0
11731,11736,36,0
11118,11128,36,0
9322,9318,36,0
7395,7399,36,0
12954,12982,36,0
12482,12480,36,0
10839,10868,36,0
8548,8583,36,0
12954,12985,36,0
12480,12483,36,0
8547,8580,36,0
10737,10769,36,0
7100,7127,36,0
11574,11612,36,0
10737,10772,36,0
10248,10285,36,0
10099,10131,36,0
9645,9648,36,0
7549,7548,36,0
7100,7102,36,0
12783,12814,36,0
11574,11606,36,0
10101,10099,36,0
9796,9834,36,0
9645,9676,36,0
8701,8736,36,0
7548,7550,36,0
6801,6831,36,0
13102,13139,36,0
12783,12785,36,0
12032,12067,36,0
9796,9828,36,0
9013,9048,36,0
6803,6801,36,0
12783,12787,36,0
12032,12035,36,0
10963,10966,36,0
10402,10433,36,0
9947,9978,36,0
9013,9042,36,0
7253,7251,36,0
6953,6952,36,0
12033,12030,36,0
10965,10963,36,0
9947,9981,36,0
10964,10968,36,0
9947,9946,36,0
10964,10974,36,0
9947,9946,36,0
7886,7925,36,0
7727,7734,36,0
9947,9981,36,0
9530,9498,36,0
7886,7889,36,0
9947,9945,36,0
7886,7883,36,0
11270,11283,36,1
10586,10582,36,0
8854,8856,36,0
11271,11317,36,0
9173,9168,36,0
12332,12374,36,0
8366,8370,36,0
11883,11895,36,0
11880,11883,36,0
11883,11880,36,0
12628,12630,36,0
12628,12630,36,0
11731,11737,36,0
11118,11128,36,0
11136,11151,36,0
9321,9355,36,0
7396,7395,36,0
9321,9352,36,0
6656,6684,36,0
12954,12957,36,0
12480,12511,36,0
10839,10847,36,0
8548,8586,36,0
6657,6653,36,0
12956,12954,36,0
12480,12514,36,0
10839,10841,36,0
8548,8580,36,0
10738,10737,36,0
10248,10279,36,0
7100,7130,36,0
11574,11609,36,0
10737,10739,36,0
10248,10282,36,0
10099,10102,36,0
9645,9682,36,0
7548,7576,36,0
7100,7133,36,0
13103,13101,36,0
11574,11577,36,0
10740,10736,36,0
9796,9799,36,0
7097,7100,36,0
6801,6837,36,0
13103,13139,36,0
10736,10734,36,0
9013,9016,36,0
7249,7251,36,0
7100,7127,36,0
6801,6804,36,0
12064,12032,36,0
7100,7130,36,0
13102,13112,36,0
11426,11417,36,0
11416,11426,36,0
11002,10963,36,0
8054,8086,36,0
9502,9497,36,0
7728,7723,36,0
9948,9951,36,0
7886,7883,36,0
12179,12182,36,0
10583,10615,36,0
8207,8216,36,0
11270,11283,37,1
9173,9168,37,0
8207,8212,37,0
11271,11273,37,0
8216,8207,37,0
12332,12336,37,0
8366,8370,37,0
8361,8368,37,0
12631,12633,37,0
11731,11760,37,0
12631,12658,37,0
11732,11735,37,0
11136,11148,37,0
11120,11136,37,0
9321,9324,37,0
7394,7393,37,0
9321,9349,37,0
7395,7397,37,0
6656,6687,37,0
12954,12985,37,0
12480,12517,37,0
10839,10874,37,0
8548,8550,37,0
6656,6681,37,0
12954,12988,37,0
10840,10839,37,0
8549,8548,37,0
12954,12958,37,0
10249,10248,37,0
10100,10097,37,0
9654,9645,37,0
8547,8552,37,0
10248,10250,37,0
8552,8547,37,0
10736,10740,37,0
9805,9797,37,0
9014,9011,37,0
8706,8701,37,0
8548,8552,37,0
6801,6834,37,0
12033,12038,37,0
11583,11574,37,0
10256,10247,37,0
9796,9805,37,0
9013,9011,37,0
8547,8554,37,0
7251,7249,37,0
7099,7127,37,0
13102,13112,37,0
9797,9805,37,0
8548,8552,37,0
7252,7249,37,0
12782,12787,37,0
11416,11426,37,0
10400,10402,37,0
9805,9796,37,0
7249,7252,37,0
12780,12782,37,0
10974,10964,37,0
12783,12780,37,0
10964,10974,37,0
8054,8057,37,0
12782,12817,37,0
10974,10964,37,0
8054,8059,37,0
7886,7883,37,0
7728,7766,37,0
10974,10964,37,0
8857,8852,37,0
8054,8052,37,0
12179,12175,37,0
9167,9165,37,0
12179,12175,37,0
11270,11283,37,1
10583,10618,37,0
8208,8213,37,0
12179,12212,37,0
11271,11314,37,0
8362,8370,37,0
12332,12343,37,0
8370,8363,37,0
11879,11878,37,0
11895,11878,37,0
12632,12631,37,0
11733,11731,37,0
12631,12661,37,0
11731,11734,37,0
11136,11154,37,0
11136,11121,37,0
9321,9327,37,0
7395,7423,37,0
11118,11158,37,1
9323,9321,37,0
7395,7429,37,0
6655,6656,37,0
10839,10871,37,0
6656,6654,37,0
9322,9318,37,0
6656,6658,37,0
12958,12955,37,0
9322,9325,37,0
7548,7552,37,0
10736,10741,37,0
8705,8700,37,0
6955,6952,37,0
6802,6806,37,0
10737,10735,37,0
13103,13112,37,0
10736,10740,37,0
10256,10247,37,0
9013,9011,37,0
8548,8557,37,0
11417,11451,37,0
10737,10734,37,0
10737,10734,37,0
9498,9501,37,0
9796,9800,37,0
9497,9530,37,0
9948,9946,37,0
9502,9498,37,0
7886,7892,37,0
9947,9981,37,0
7760,7728,37,0
10964,10974,38,0
8053,8062,38,0
7731,7727,38,0
10586,10583,38,0
7727,7725,38,0
12179,12175,38,0
12179,12238,38,0
9946,9948,38,0
9169,9167,38,0
12331,12330,38,0
11283,11270,38,0
8370,8417,38,0
8370,8423,38,0
11271,11329,38,1
11879,11939,38,0
11270,11274,38,0
11879,11942,38,0
12631,12664,38,0
11731,11766,38,0
11731,11763,38,0
12480,12488,38,0
7395,7426,38,0
11128,11136,38,0
6656,6681,38,0
12955,12958,38,0
10099,10105,38,0
10099,10104,38,0
9318,9321,38,0
8700,8711,38,0
6951,6950,38,0
12032,12030,38,0
11581,11575,38,0
7545,7548,38,0
12030,12033,38,0
11575,11612,38,0
10247,10256,38,0
9014,9045,38,0
13103,13112,38,0
11581,11574,38,0
11416,11451,38,1
7099,7104,38,0
13112,13103,38,0
11416,11463,38,1
10737,10761,38,0
9796,9800,38,0
11416,11448,38,0
10402,10400,38,0
9805,9797,38,0
7887,7883,38,0
7252,7249,38,0
10402,10400,38,0
9796,9795,38,0
9494,9498,38,0
10964,10974,38,0
10401,10400,38,0
8856,8885,38,0
8059,8053,38,0
7891,7886,38,0
10583,10615,38,0
7883,7887,38,0
10582,10581,38,0
7886,7925,38,0
12179,12181,38,0
9947,9950,38,0
7886,7881,38,0
7728,7731,38,0
12180,12179,38,0
9949,9947,38,0
9167,9170,38,0
7725,7728,38,0
12332,12343,38,0
9167,9227,38,0
12332,12329,38,0
8370,8420,38,0
11321,11335,38,0
11879,11945,38,0
11321,11338,38,0
11881,11879,38,0
7395,7400,38,0
11736,11732,38,0
10847,10839,38,0
12630,12636,38,0
9645,9679,38,0
6657,6684,38,0
10099,10105,38,0
8700,8699,38,0
6955,6952,38,0
6801,6806,38,0
6658,6656,38,0
9321,9355,38,0
7545,7548,38,0
6955,6952,38,0
6653,6656,38,0
9322,9318,38,0
9014,9018,38,0
6951,6955,38,0
11575,11606,38,0
10247,10252,38,0
7100,7105,38,0
6684,6656,38,0
13102,13106,38,0
10285,10247,38,0
6658,6657,38,0
6657,6684,38,0
11416,11454,38,0
10736,10742,38,0
10256,10248,38,0
12783,12780,38,0
10736,10741,38,0
10963,10974,39,0
10736,10734,39,0
9797,9801,39,0
8059,8054,39,0
8854,8857,39,0
10582,10643,39,0
10448,10459,39,0
10582,10640,39,0
10448,10462,39,0
8208,8210,39,0
7887,7919,39,0
12179,12232,39,0
9947,10005,39,0
7729,7728,39,0
12179,12235,39,0
9947,10008,39,0
9167,9224,39,0
7728,7789,39,0
12332,12402,39,0
12178,12175,39,0
9167,9230,39,0
12332,12334,39,0
11272,11321,39,0
11879,11882,39,0
11321,11341,39,0
12481,12485,39,0
7414,7399,39,0
11731,11729,39,0
11128,11118,39,0
7395,7399,39,0
7399,7414,39,0
10105,10100,39,0
7414,7423,39,0
6806,6801,39,0
7548,7545,39,0
9013,9011,39,0
6960,6955,39,0
12033,12067,39,0
11574,11572,39,0
9322,9320,39,0
7099,7133,39,0
11574,11581,39,0
8558,8548,39,0
7105,7099,39,0
13101,13103,39,0
11581,11624,39,0
7144,7098,39,0
11574,11579,39,0
10247,10256,39,0
11417,11426,39,0
9498,9556,39,0
6656,6653,39,0
12783,12835,39,0
10736,10761,39,0
9796,9795,39,0
9498,9530,39,0
10737,10793,39,0
8857,8859,39,0
8857,8909,39,0
10582,10637,39,0
10403,10448,39,0
8208,8264,39,0
7887,7883,39,0
10582,10585,39,0
10448,10404,39,0
8209,8208,39,0
7886,7883,39,0
9947,10002,39,0
7728,7792,39,0
8361,8367,39,0
7728,7786,39,0
12332,12399,39,0
12332,12396,39,0
12175,12178,39,0
12175,12179,39,0
11880,11883,39,0
11321,11273,39,0
12179,12175,39,0
11880,11883,39,0
12480,12485,39,0
12480,12485,39,0
11731,11736,39,0
10838,10847,39,0
12481,12485,39,0
10838,10847,39,0
9646,9650,39,0
12958,12955,39,0
12480,12478,39,0
8711,8701,39,0
7395,7399,39,0
6802,6806,39,0
9011,9013,39,0
6802,6800,39,0
12033,12030,39,0
9321,9318,39,0
9011,9014,39,0
6951,6955,39,0
6800,6802,39,0
9321,9326,39,0
9014,9042,39,0
8547,8552,39,0
7545,7547,39,0
7548,7545,39,0
6951,6955,39,0
13103,13112,39,0
11574,11606,39,0
10256,10248,39,0
9322,9318,39,0
7281,7252,39,0
6656,6706,39,0
12783,12838,40,0
9796,9799,40,0
9498,9550,40,0
6656,6654,40,0
12784,12783,40,0
10964,11027,40,0
10738,10737,40,0
9796,9805,40,0
9498,9503,40,0
8055,8054,40,0
10964,10966,40,0
10737,10799,40,0
8858,8857,40,0
8054,8112,40,0
8857,8912,40,0
10584,10582,40,0
10448,10465,40,0
8208,8216,40,0
7886,7951,40,0
9947,9978,40,0
8208,8267,40,0
7886,7945,40,0
7728,7730,40,0
8361,8366,40,0
12333,12332,40,0
9167,9174,40,0
8361,8366,40,0
9173,9167,40,0
8360,8417,40,0
11321,11329,40,0
8370,8366,40,0
12232,12178,40,0
11895,11885,40,0
11740,11736,40,0
11128,11118,40,0
11736,11740,40,0
9654,9645,40,0
12958,12954,40,0
12485,12481,40,0
11740,11736,40,0
10838,10874,40,0
12671,12628,40,0
10099,10105,40,0
8706,8701,40,0
8701,8699,40,0
12630,12628,40,0
7414,7399,40,0
12628,12671,40,0
12033,12031,40,0
8706,8700,40,0
7414,7399,40,0
6801,6831,40,0
9014,9008,40,0
8552,8548,40,0
7395,7399,40,0
7548,7545,40,0
7394,7392,40,0
6952,6955,40,0
13102,13112,40,0
10248,10256,40,0
9321,9324,40,0
9323,9321,40,0
7101,7144,40,0
11418,11417,40,0
6655,6656,40,0
12783,12841,40,0
11416,11420,40,0
9796,9853,40,0
9498,9553,40,0
6656,6709,40,0
12783,12785,40,0
10964,11024,40,0
10737,10796,40,0
9798,9796,40,0
9498,9500,40,0
8054,8118,40,0
12780,12783,40,0
10965,10964,40,0
10737,10739,40,0
8857,8915,40,0
8054,8115,40,0
10734,10736,40,0
10586,10583,40,0
10615,10583,40,0
9947,10008,40,0
8208,8270,40,0
7886,7889,40,0
12783,12838,40,0
10583,10588,40,0
7888,7886,40,0
12783,12780,40,0
12331,12341,40,0
9175,9168,40,0
11317,11271,40,0
8361,8366,40,0
12178,12232,40,0
11883,11880,40,0
11136,11151,40,0
12954,12958,40,0
12481,12517,40,0
9651,9646,40,0
11732,11736,40,0
12631,12628,41,0
8701,8706,41,0
9014,9008,41,0
8548,8550,41,0
7547,7601,41,0
7395,7398,41,0
6960,6954,41,0
6801,6799,41,0
10247,10250,41,0
7548,7545,41,0
7395,7397,41,0
7251,7306,41,0
6952,6957,41,0
13148,13160,41,0
11624,11637,41,0
10248,10282,41,0
9321,9375,41,0
7144,7157,41,0
11624,11640,41,0
9321,9378,41,0
7144,7160,41,0
11417,11479,41,0
6656,6712,41,0
11417,11482,41,0
9796,9859,41,0
9499,9498,41,0
6656,6706,41,0
10964,11021,41,0
9796,9856,41,0
8054,8056,41,0
6658,6657,41,0
8857,8888,41,0
9946,9947,41,0
8856,8861,41,0
9947,9946,41,0
8857,8861,41,0
7886,7948,41,0
7727,7725,41,0
12331,12396,41,0
10581,10582,41,0
8861,8922,41,1
12782,12777,41,0
8861,8857,41,1
8370,8366,41,0
12178,12175,41,0
11895,11921,41,0
9165,9168,41,0
9168,9175,41,0
11119,11128,41,0
12514,12480,41,0
12958,12954,41,0
10839,10843,41,0
9654,9646,41,0
12032,12030,41,0
9646,9654,41,0
8700,8706,41,0
12632,12671,41,0
12032,12030,41,0
9011,9013,41,0
8701,8736,41,0
8548,8611,41,0
8548,8608,41,0
7547,7604,41,0
7396,7395,41,0
6953,6960,41,0
6802,6863,41,0
13104,13148,41,0
10249,10247,41,0
7547,7607,41,0
7395,7453,41,0
7251,7254,41,0
6960,7009,41,0
6802,6860,41,0
13148,13163,41,0
11576,11624,41,0
10247,10304,41,0
9321,9381,41,0
7252,7249,41,0
7144,7154,41,0
11624,11634,41,0
7144,7102,41,0
11417,11476,41,0
9498,9492,41,0
7104,7099,41,0
11417,11419,41,0
7144,7105,41,0
6658,6656,41,0
11416,11426,41,0
10402,10400,41,0
9797,9856,41,0
8053,8062,41,0
7105,7100,41,0
8053,8089,41,0
7886,7883,41,0
8208,8237,41,0
7887,7919,41,0
12332,12343,41,0
10583,10581,41,0
9948,9978,41,0
8216,8208,41,0
7887,7891,41,0
7727,7725,41,0
8207,8216,41,0
7728,7731,41,0
8856,8888,41,1
8922,8861,41,1
8216,8208,41,0
12175,12178,41,1
11880,11884,41,0
8208,8213,41,0
11879,11885,41,0
9167,9165,41,0
11879,11883,41,0
11895,11918,41,0
8854,8857,41,1
8857,8854,41,1
8922,8853,41,1
8854,8856,41,1
11136,11148,41,0
12481,12479,41,0
11136,11128,41,0
11128,11118,41,0
10847,10838,41,0
10839,10847,41,0
12954,12957,42,0
12954,13007,42,0
9647,9646,42,0
12671,12633,42,0
12032,12035,42,0
9646,9701,42,0
9014,9068,42,0
8702,8700,42,0
12671,12687,42,0
12032,12090,42,0
9045,9013,42,0
8700,8761,42,0
8548,8605,42,0
8549,8548,42,0
7549,7547,42,0
7395,7456,42,0
6960,7006,42,0
6803,6802,42,0
13148,13105,42,0
10247,10307,42,0
9321,9325,42,0
7547,7550,42,0
7395,7450,42,0
7253,7251,42,0
6960,7012,42,0
6802,6857,42,0
13148,13166,42,0
11624,11577,42,0
10247,10310,42,0
8548,8555,42,0
7251,7309,42,0
6960,6955,42,0
13107,13103,42,0
10252,10247,42,0
6960,6955,42,0
10964,10974,42,0
6656,6653,42,0
11416,11463,42,0
10400,10401,42,0
8053,8086,42,0
10582,10581,42,0
9948,9946,42,0
7883,7887,42,0
12341,12332,42,0
9947,9951,42,0
7792,7727,42,0
11270,11329,42,0
12179,12175,42,0
8208,8216,42,0
9168,9175,42,0
11271,11275,42,0
11883,11880,42,0
8922,8943,42,0
8922,8946,42,0
12480,12485,42,0
11731,11736,42,0
11120,11136,42,0
10099,10128,42,0
11136,11178,42,0
12954,13010,42,0
10838,10847,42,0
12954,13013,42,0
10838,10896,42,0
9646,9707,42,0
12628,12671,42,0
12034,12032,42,0
9646,9704,42,0
9014,9071,42,0
8700,8755,42,0
12671,12690,42,0
12032,12093,42,0
9014,9016,42,0
8700,8758,42,0
9321,9349,42,0
6802,6804,42,0
8547,8586,42,0
7399,7394,42,0
7251,7312,42,0
11574,11612,42,0
10247,10256,42,0
9494,9497,42,0
7548,7545,42,0
6951,7006,42,0
11624,11637,42,0
9497,9503,42,0
10402,10459,42,0
9796,9802,42,0
13163,13102,42,0
11422,11416,42,0
11463,11417,42,0
8062,8053,42,0
7104,7100,42,0
11417,11454,42,0
10737,10761,42,1
7883,7886,42,0
12780,12782,42,0
7727,7731,42,0
12332,12338,42,0
7727,7723,42,0
12178,12181,42,0
8208,8240,42,0
9946,9948,42,0
11271,11274,42,0
9948,9946,42,0
8208,8216,42,0
8360,8391,42,1
11895,11883,42,0
8922,8859,42,0
8922,8940,42,0
12482,12481,42,0
12481,12483,42,0
11740,11788,42,0
11736,11731,42,0
11136,11121,42,0
10145,10156,42,0
11136,11175,43,0
12956,12954,43,0
10838,10902,43,0
10840,10838,43,0
9646,9648,43,0
12671,12684,43,0
12032,12087,43,0
9015,9014,43,0
8700,8703,43,0
9014,9074,43,0
9014,9011,43,0
6802,6805,43,0
9322,9318,43,0
8547,8557,43,0
7399,7414,43,0
6802,6805,43,0
10247,10246,43,0
9321,9317,43,0
7547,7542,43,0
7399,7394,43,0
9355,9321,43,0
7395,7399,43,0
6802,6800,43,0
6656,6658,43,0
10964,10974,43,0
10402,10399,43,0
10247,10282,43,0
9497,9530,43,0
9321,9318,43,0
7399,7395,43,0
6960,6955,43,0
6657,6687,43,0
13112,13148,43,0
9797,9805,43,0
7395,7393,43,0
6952,6956,43,0
6656,6653,43,0
11624,11578,43,0
9796,9805,43,0
7399,7395,43,0
11417,11463,43,0
8112,8054,43,0
7399,7414,43,0
12783,12788,43,0
8054,8086,43,0
7887,7883,43,0
7414,7399,43,0
12331,12341,43,0
10582,10643,43,0
7394,7399,43,0
8059,8054,43,0
8053,8059,43,0
7883,7887,43,0
9167,9252,43,0
7887,7883,43,0
7728,7725,43,0
12178,12256,43,0
9947,9953,43,0
9169,9167,43,0
8209,8207,43,0
9948,10029,43,0
8207,8293,43,0
11879,11883,43,0
8360,8366,43,1
8366,8361,43,1
8366,8361,43,1
8360,8366,43,1
8922,8854,43,0
8360,8453,43,0
8858,8922,43,0
8856,8909,43,0
12481,12535,43,0
12481,12538,43,0
11732,11730,43,0
10145,10102,43,0
11740,11734,43,0
11136,11181,43,0
10101,10145,43,0
10838,10841,43,0
12630,12628,43,0
12030,12032,43,0
10838,10899,43,0
12094,12031,43,0
10838,10871,43,0
8700,8758,43,0
9013,9045,43,0
7547,7545,43,0
7547,7607,43,0
10402,10407,43,0
9498,9527,43,0
9321,9318,43,0
6801,6806,43,0
10402,10400,43,0
6653,6656,43,0
11624,11583,43,0
10448,10405,43,0
9805,9796,43,0
11416,11426,43,0
7099,7097,43,0
10736,10796,43,1
12782,12862,43,0
10736,10734,43,1
12783,12780,43,0
10740,10737,43,0
10583,10588,43,0
7394,7453,43,0
